               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.017849,           0.0096052,            0.022073,             0.90042,             0.55538,              0.6596,             0.57562,             0.02176,            0.014374,            0.036431,            0.007195,            0.007195,            0.007195
                  87,            0.018285,            0.009763,            0.023283,              0.9301,             0.52851,             0.68239,             0.58951,            0.022265,            0.015639,            0.022996,            0.007162,            0.007162,            0.007162
                  88,            0.017952,            0.010142,            0.021476,             0.84559,             0.53258,             0.65262,             0.56264,             0.02279,             0.01715,            0.015584,            0.007129,            0.007129,            0.007129
                  89,             0.01788,           0.0099156,            0.022347,             0.81319,             0.55065,             0.66872,             0.55762,            0.023666,            0.015562,            0.024269,            0.007096,            0.007096,            0.007096
                  90,            0.017812,           0.0099129,            0.022662,             0.85504,             0.54152,             0.67092,             0.58926,            0.024885,            0.015411,            0.015002,            0.007063,            0.007063,            0.007063
                  91,             0.01799,           0.0099283,            0.022316,             0.90188,             0.61597,             0.72912,             0.63026,             0.02239,            0.013711,            0.019354,             0.00703,             0.00703,             0.00703
                  92,            0.017631,           0.0099279,            0.022589,              0.9233,             0.65614,             0.76797,             0.66793,            0.021284,            0.012686,            0.014867,            0.006997,            0.006997,            0.006997
                  93,            0.017754,           0.0094454,            0.022664,             0.88589,             0.47827,             0.60969,              0.5402,            0.023214,            0.017745,            0.022908,            0.006964,            0.006964,            0.006964
                  94,            0.017878,           0.0096297,            0.022414,             0.90355,             0.64923,             0.74259,             0.64455,            0.023389,            0.011969,            0.028075,            0.006931,            0.006931,            0.006931
                  95,            0.018027,           0.0098539,            0.022532,             0.85909,             0.64279,             0.75295,             0.66164,            0.023013,            0.012529,            0.013332,            0.006898,            0.006898,            0.006898
                  96,            0.018025,           0.0096139,            0.024933,             0.75662,             0.45085,             0.54283,             0.47582,            0.024074,            0.017764,            0.025555,            0.006865,            0.006865,            0.006865
                  97,             0.01692,           0.0091529,            0.022038,             0.88403,             0.62716,             0.73164,             0.63748,            0.020535,            0.014152,            0.019381,            0.006832,            0.006832,            0.006832
                  98,            0.017433,           0.0093483,            0.021869,             0.90997,             0.73589,             0.79807,             0.71048,            0.020677,            0.010565,            0.017184,            0.006799,            0.006799,            0.006799
                  99,            0.017912,           0.0097177,             0.02196,             0.87361,             0.55271,             0.66162,             0.58604,            0.021403,            0.016217,            0.017445,            0.006766,            0.006766,            0.006766
                 100,            0.017011,           0.0097192,            0.023086,             0.89306,             0.61244,             0.72852,             0.63001,            0.021838,            0.014648,            0.021486,            0.006733,            0.006733,            0.006733
                 101,            0.016707,           0.0094891,            0.022308,             0.83963,             0.60973,             0.71306,             0.60784,            0.021971,            0.013416,            0.016673,              0.0067,              0.0067,              0.0067
                 102,            0.016739,           0.0094354,            0.022748,              0.8811,             0.61527,             0.71688,              0.6143,             0.02251,            0.014035,            0.013637,            0.006667,            0.006667,            0.006667
                 103,            0.016436,           0.0094427,            0.022391,             0.88259,             0.67895,              0.7534,             0.65095,            0.021154,            0.011205,            0.029699,            0.006634,            0.006634,            0.006634
                 104,            0.017687,           0.0094963,            0.023469,             0.82646,             0.54462,             0.65798,             0.55197,            0.023813,            0.016205,            0.012451,            0.006601,            0.006601,            0.006601
                 105,            0.018162,           0.0098603,            0.022719,             0.75448,             0.58199,             0.66881,             0.57314,            0.020809,            0.014594,            0.012844,            0.006568,            0.006568,            0.006568
                 106,            0.016408,            0.009401,            0.022627,             0.78244,             0.50251,             0.61959,             0.53417,            0.021816,            0.016698,            0.011085,            0.006535,            0.006535,            0.006535
                 107,            0.017367,            0.010033,            0.021278,             0.86545,             0.52404,              0.6575,             0.56789,            0.023845,            0.017546,            0.014079,            0.006502,            0.006502,            0.006502
                 108,            0.017731,           0.0094072,            0.020081,             0.91464,             0.62753,             0.73808,             0.64186,            0.021511,            0.014529,            0.015165,            0.006469,            0.006469,            0.006469
                 109,            0.016689,           0.0092584,            0.021022,             0.87757,             0.66425,             0.74378,             0.65772,            0.022117,             0.01317,            0.010544,            0.006436,            0.006436,            0.006436
                 110,            0.016671,           0.0090406,            0.021497,             0.90395,             0.68346,              0.7706,             0.66682,            0.021264,            0.012267,            0.010915,            0.006403,            0.006403,            0.006403
                 111,            0.017029,            0.009382,            0.023029,             0.71624,             0.44528,             0.56055,             0.48908,            0.023384,            0.018385,             0.01213,             0.00637,             0.00637,             0.00637
                 112,            0.017142,           0.0091227,            0.022568,             0.87089,              0.5453,             0.69783,             0.60404,            0.022159,            0.017255,            0.012265,            0.006337,            0.006337,            0.006337
                 113,            0.017377,           0.0092621,            0.022823,             0.80646,             0.50035,             0.61265,             0.53575,            0.022641,            0.017502,            0.013662,            0.006304,            0.006304,            0.006304
                 114,            0.016473,           0.0088345,            0.022588,             0.88943,             0.67741,             0.76115,             0.67299,            0.020838,            0.010415,            0.014223,            0.006271,            0.006271,            0.006271
                 115,            0.016052,           0.0091935,            0.021782,             0.72266,             0.34547,             0.48079,             0.41531,            0.022756,            0.017968,            0.025965,            0.006238,            0.006238,            0.006238
                 116,            0.016642,           0.0093044,            0.022449,              0.9031,             0.65346,             0.74646,               0.658,            0.021165,            0.012086,            0.016232,            0.006205,            0.006205,            0.006205
                 117,             0.01695,           0.0089781,            0.020694,             0.91476,             0.71307,             0.79473,             0.70415,            0.021252,            0.012952,             0.01139,            0.006172,            0.006172,            0.006172
